,player_name,birth_year,birthplace,popularity
11064,Tyler Ennis,1994,Toronto,17
11065,Jamal Boykin,1987,Los Angeles,6
11066,Rodney Hood,1992,Meridian,18
11067,Olivier Hanlan,1993,Gatineau,13
11068,Choi Jun-yong,1994,Daegu,5
11069,Jameel Warney,1994,New Brunswick,7
11070,Will Clyburn,1990,Detroit,17
11071,Frank Young,1984,Tallahassee,5
11072,Treveon Graham,1993,"Washington, D.C.",11
11073,Malcolm Hill,1995,St. Louis,10
11074,Tyreek Duren,1991,Philadelphia,5
11075,Bryce Cotton,1992,Tucson,13
11076,Richard Howell,1990,Marietta,7
11077,Chris Ellis,1988,Oceanside,5
11078,Torrey Craig,1990,Columbia,13
11079,Eugene Lawrence,1986,Brooklyn,8
11080,Jon Horford,1991,Lansing,5
11081,Shawn Glover,1990,Dallas,5
11082,Damen Bell-Holter,1990,Hydaburg,5
11083,Ryan Arcidiacono,1994,Philadelphia,13
11084,Jahii Carson,1992,Mesa,7
11085,Ken Horton,1989,Ossining,9
11086,Chris Cooper,1990,Dumfries,5
11087,Jordan Henriquez,1989,Baldwin,5
11088,Sajjan Singh Cheema,1957,Kapurthala,5
11089,Sara Blicavs,1993,Sunbury,8
11090,Jaume Llambi,1974,Barcelona,5
11091,Chane Behanan,1992,Cincinnati,5
11092,Siyani Chambers,1993,Golden Valley,6
11093,Tombi Bell,1979,Saint Croix,5
11094,Russ Smith,1991,New York City,12
11095,Joe Harris,1991,Chelan,21
11096,Wanda Guyton,1965,Tampa,7
11097,DeAndre Kane,1989,Pittsburgh,12
11098,Mac Koshwal,1987,Chicago,5
11099,Nadirah McKenith,1991,Newark,5
11100,Kim Dan-Bi,1990,Incheon,5
11101,Chen Luyun,1977,Xiamen,6
11102,Kerron Johnson,1990,Huntsville,8
11103,John Brown,1992,Jacksonville,11
11104,Ivan Almeida,1989,Praia,7
11105,Cameron Ayers,1991,Columbus,6
11106,Zoran Martič,1965,Ljubljana,6
11107,Sandy Blythe,1962,Geelong,5
11108,Amida Brimah,1994,Accra,11
11109,Darrius Garrett,1990,Raleigh,9
11110,Keifer Sykes,1993,Chicago,10
11111,Wayne Blackshear,1992,Chicago,8
11112,Kameron Chatman,1996,Portland,5
11113,Joonas Cavén,1993,Nokia,8
11114,Shaun Norris,1985,Perth,5
11115,Petar Aranitović,1994,Belgrade,7
11116,Askia Booker,1993,Los Angeles,7
11117,Jin Mi-jung,1978,Jeonju,5
11118,Matt Bauscher,1985,Caldwell,5
11119,Saman Veisi,1982,Sanandaj,5
11120,Sam Dekker,1994,Sheboygan,19
11121,Nick Johnson,1992,Gilbert,13
11122,Cliff Alexander,1995,Chicago,11
11123,Anthony Barber,1994,Hampton,8
11124,Raymond Cowels,1990,Chicago,8
11125,Alex Chubrevich,1986,Komsomolsk-on-Amur,5
11126,Langston Hall,1991,Atlanta,9
11127,Cleanthony Early,1991,Middletown,16
11128,Billy Baron,1990,Altoona,15
11129,Georgi Mladenov,1962,Sofia,5
11130,Cameron Bairstow,1990,Brisbane,19
11131,Brian Conklin,1989,Eugene,7
11132,Lance Williams,1980,Chicago,5
11133,Mackenzie Soldan,1992,Saginaw,5
11134,Hu Xiaotao,1981,Jinzhou,5
11135,Klemen Prepelič,1992,Maribor,22
11136,Leon Brown,1919,Hastings,6
11137,Kevin Lisch,1986,Belleville,10
11138,Larry Farmer,1951,,5
11139,Kenichi Sako,1970,Yokohama,5
11140,Lazare Adingono,1978,Yaoundé,5
11141,Jānis Kaufmanis,1989,Riga,5
11142,LA Tenorio,1984,Nasugbu,6
11143,June Mar Fajardo,1989,Pinamungajan,6
11144,Kartal Özmızrak,1995,Istanbul,9
11145,Laëtitia Kamba,1987,Paris,7
11146,Lee Kyu-sup,1977,South Korea,5
11147,Juris Umbraško,1979,Jēkabpils,5
11148,Julie McBride,1982,Troy,8
11149,Katelan Redmon,1988,Moscow,7
11150,Kenny Washington,1943,Beaufort,5
11151,Kelly Faris,1991,Plainfield,8
11152,Kosuke Takeuchi,1985,Suita,8
11153,Larry Abney,1977,Nyack,5
11154,Kingsley Pinda,1992,Paris,5
11155,Kevin Mendy,1992,Meulan-en-Yvelines,6
11156,Kyle Fogg,1990,Brea,11
11157,Kaspars Vecvagars,1993,Riga,11
11158,Lauro Mumar,1924,Talibon,5
11159,Keith Hughes,1968,Carteret,6
11160,Lefteris Bochoridis,1994,Thessaloniki,8
11161,Ken Green,1959,Atlanta,6
11162,Juliana Negedu,1979,Kaduna,7
11163,Kyle Wiltjer,1992,Portland,12
11164,Kadiatou Kanouté,1978,Bamako,7
11165,Lee Jong-ae,1975,Incheon,7
11166,Karl-Anthony Towns,1995,Piscataway,36
11167,Katie Hill,1987,New South Wales,6
11168,Larry Fogle,1953,Brooklyn,6
11169,Leon Williams,1986,Baltimore,7
11170,Stan Kimbrough,1966,Tuscaloosa,5
11171,Kristjan Kitsing,1990,Tallinn,8
11172,Kim Yeong-ok,1974,Gangwon State,7
11173,Kahiem Seawright,1986,Uniondale,6
11174,Kuang Lubin,1955,Hulan District,5
11175,Korie Lucious,1989,Gary,6
11176,Kevin Dillard,1989,Homewood,8
11177,Kaori Kusuda,1974,Miyazaki Prefecture,7
11178,Josh Owens,1988,Portsmouth,8
11179,Kevin Harley,1994,Trappes,6
11180,Kayla Standish,1989,Ellensburg,8
11181,Kenny Atkinson,1967,Huntington,17
11182,Ken Boyd,1952,Frederick,8
11183,Le'Bryan Nash,1992,Dallas,6
11184,Josh Pittman,1976,Winston-Salem,5
11185,Kiril Nikolovski,1988,Skopje,6
11186,Leanne Del Toso,1980,,6
11187,Kyle Anderson,1993,New York City,23
11188,Joonas Vaino,1992,Rakvere,5
11189,LaRon Dendy,1988,Greenville,6
11190,Kendall Williams,1991,Upland,5
11191,Kylie Gauci,1985,,5
11192,Kate McMeeken-Ruscoe,1979,Christchurch,5
11193,Larry Drew II,1990,Encino,10
11194,Kaleb Tarczewski,1993,Claremont,8
11195,Kyle Kuric,1989,Evansville,13
11196,Justin Knox,1989,Tuscaloosa,6
11197,KJ Matsui,1985,Chofu,6
11198,Keith Wright,1989,Suffolk,6
11199,Jun Papa,1945,Manila,5
11200,Justin Robinson,1987,Brixton,8
11201,Kris Dunn,1994,New London,20
11202,Larry Gordon,1987,Pomona,6
11203,Kenny Boynton,1991,Pompano Beach,8
11204,Kiefer Ravena,1993,Iloilo City,6
11205,Josh Urbiztondo,1983,San Francisco,5
11206,Juan Palacios,1985,Medellín,8
11207,Justin Eveson,1980,Victoria,6
11208,Lamine Diawara,1971,Bamako,5
11209,Kris Bruton,1971,Greenville,6
11210,Keith Appling,1992,Detroit,11
11211,Kevin Braswell,1979,Baltimore,6
11212,Henry Sims,1990,Baltimore,11
11213,Kevin Pangos,1993,Holland Landing,17
11214,Lee Cummard,1985,Mesa,5
11215,Kristo Saage,1985,Rakvere,6
11216,Jānis Bērziņš,1993,Limbaži,11
11217,Ivana Tomljenović-Meller,1906,Zagreb,6
11218,Julian Boyd,1990,New York City,7
11219,Kostas Kakaroudis,1983,Serres,5
11220,Karin McRobert,1953,Melbourne,5
11221,Jordan Hulls,1990,Bloomington,7
11222,KJ Matsui,1985,Suginami-ku,6
11223,Kosuke Takeuchi,1985,Osaka,8
11224,Kostas Petropoulos,1956,Patras,5
11225,Lee Mi-sun,1979,Gwangju,6
11226,Kim Kwe-ryong,1979,Seoul,7
11227,Kei Igarashi,1980,Niigata,8
11228,Julio Osorio,1939,Panama City,5
11229,Joy Cheek,1988,Hyattsville,5
11230,Kaleena Mosqueda-Lewis,1993,Pomona,9
11231,Ronnie Shavlik,1933,Denver,6
11232,Katrina Hibbert,1977,Melbourne,5
11233,Kevin Freeman,1978,Springfield,6
11234,Brian Asbury,1986,Miami,7
11235,Jamel Artis,1993,Baltimore,11
11236,Ornella Bankolé,1997,Auxerre,5
11237,Jordan Tolbert,1992,Fort Worth,5
11238,Iliana Rupert,2001,Sèvres,14
11239,Roberts Stumbris,1993,Saldus Municipality,5
11240,Jevon Carter,1995,Oak Park,15
11241,Stefan Momirov,1999,Vršac,6
11242,Devon Saddler,1991,Aberdeen,7
11243,Calixto Malcom,1947,Panama City,5
11244,Upe Atosu,1993,Edo State,6
11245,Juan Toscano-Anderson,1993,Oakland,11
11246,Shimon Shelah,1932,Vilnius,5
11247,Bol Bol,1999,Khartoum,18
11248,Saki Mizushima,1991,Tochigi,5
11249,Dominez Burnett,1992,Flint,6
11250,Martin Peterka,1995,Pardubice,5
11251,Chang Ri-Jin,1917,Pyongyang,7
11252,Lindsay Allen,1995,Mitchellville,7
11253,Michael Ojo,1993,Lagos,9
11254,Álex Abreu,1991,Bayamón,5
11255,Nemanja Nenadić,1994,Belgrade,6
11256,Liam Rush,1982,Broome,5
11257,Emmanuel Omogbo,1995,Lagos,6
11258,Lee Roberts,1987,Seattle,6
11259,Li Muhao,1992,Dongguan,10
11260,Clayton Vette,1988,Waverly,5
11261,Jarred Ogungbemi-Jackson,1991,Winnipeg,5
11262,Sarah Sagerer,1996,Schörfling am Attersee,5
11263,Lis Shoshi,1994,Peja,5
11264,Atonye Nyingifa,1990,Los Angeles,7
11265,Vladimir Konev,1989,Kharkiv,8
11266,Marko Pecarski,2000,Gijón,6
11267,Cecilia Okoye,1991,Houston,6
11268,Vincent Edwards,1996,Middletown,8
11269,Jaylon Brown,1994,Fishers,7
11270,Iván Martínez Muñumer,1990,Valladolid,5
11271,Navid Rezaeifar,1996,Tonekabon,5
11272,Mariam Coulibaly,1997,Bamako,9
11273,Martin Kříž,1993,Pardubice,5
11274,Meisam Mirzaeitalarposhti,1992,Tehran,5
11275,Rolland Torok,1990,Oradea,5
11276,Alex Pérez,1993,San Diego,7
11277,Travis Daniels,1992,Eutaw,5
11278,Ben Moore,1995,Bolingbrook,8
11279,Kim Jeong-eun,1987,Cheonan,5
11280,Carrington Love,1994,Milwaukee,5
11281,Charles Cooke,1994,Trenton,8
11282,Luka Samanić,1901,Zagreb,12
11283,Luka Samanić,2000,Zagreb,12
11284,Milton Doyle,1993,Chicago,9
11285,Alexandru Olah,1993,Timișoara,6
11286,Firas Lahyani,1991,Sfax,5
11287,Morgan Hikaru Aiken,1994,Honolulu,5
11288,Menahem Degani,1927,Tel Aviv,5
11289,Ramata Diakité,1991,Kati,5
11290,Filip Stanić,1998,Berlin,6
11291,Aissata Maiga,1992,Bamako,5
11292,Benjamin Simons,1991,Cadillac,5
11293,Stanton Kidd,1992,Baltimore,10
11294,Gavin Ware,1993,Starkville,8
11295,Malcolm Griffin,1991,Chicago,6
11296,Adika Peter-McNeilly,1993,Toronto,5
11297,Jaromír Bohačík,1992,Ostrava,7
11298,Li Yaguang,1958,Zhenjiang,5
11299,Lukáš Palyza,1989,Ostrava,6
11300,Chioma Udeaja,1984,Lagos,6
11301,Earvin Morris,1994,Memphis,5
11302,Henri Drell,2000,Tallinn,10
11303,Nkechi Akashili,1990,Warri,6
11304,Ndidi Madu,1989,Nashville,6
11305,Stefan Đorđević,1998,Leskovac,5
11306,Bogdan Nicolescu,1997,Bucharest,6
11307,Marvin Jones,1993,Chicago,8
11308,Gary Bell Jr.,1992,Kent,6
11309,Ismaël Bako,1995,Leuven,8
11310,Lee Seong-gu,1914,Cheonan,5
11311,Sarah Ogoke,1990,The Bronx,6
11312,Billy Preston,1997,Redondo Beach,8
11313,Corban Collins,1994,High Point,5
11314,Deonte Burton,1994,Milwaukee,8
11315,Aaron Broussard,1990,Federal Way,6
11316,Caleb Agada,1994,Burlington,8
11317,Jake O'Brien,1989,Weymouth,5
11318,Nick Kay,1992,Tamworth,14
11319,Gaizka Maiza,1996,Ibarra,5
11320,Alex Laurent,1993,Luxembourg,7
11321,Cho Mun-chu,1964,Seoul,5
11322,Ikenna Iroegbu,1995,Elk Grove,7
11323,Ethan Thompson,1999,Harbor City,5
11324,Yudai Baba,1995,Toyama,8
11325,Frédéric Bourdillon,1991,Grasse,6
11326,Zinaida Kobzeva,1946,Kuznetsk,5
11327,Shaheed Davis,1994,Plainfield,5
11328,Desi Washington,1992,Harrisburg,5
11329,Evan Bruinsma,1992,New Era,6
11330,Balša Koprivica,2000,Belgrade,7
11331,Ezinne Kalu,1992,Newark,7
11332,Antonius Cleveland,1994,Memphis,9
11333,Matt Williams,1993,Orlando,7
11334,Nick Richards,1997,Kingston,14
11335,Tiffany Mitchell,1994,Charlotte,9
11336,Zach Collins,1997,North Las Vegas,14
11337,Blake Dietrick,1993,Wellesley,7
11338,Paris Maragkos,1994,Marousi,7
11339,Reggie Hearn,1991,Fort Wayne,7
11340,Matt Costello,1993,Linwood,13
11341,Nayo Raincock-Ekunwe,1991,Vernon,10
11342,Tracy Gahan,1980,United States of America,7
11343,Michael Dixon,1990,Kansas City,9
11344,James Webb III,1993,Augusta,9
11345,Alice Kunek,1991,Box Hill,9
11346,Isaac Sosa,1990,Guaynabo,5
11347,Orion Outerbridge,1988,Boston,5
11348,Dwight Lewis,1987,Maiquetía,8
11349,Leonardo Demétrio,1994,Curitiba,7
11350,Darel Poirier,1997,Juvisy-sur-Orge,5
11351,Danuel House,1993,Houston,12
11352,Patrick McCaw,1995,St. Louis,19
11353,Ivica Zubac,1997,Mostar,24
11354,Imani Boyette,1994,Los Angeles,9
11355,Kwame Vaughn,1990,Oakland,7
11356,Killian Tillie,1998,Paris,9
11357,Danny Agbelese,1990,"Washington, D.C.",6
11358,Laurynas Beliauskas,1997,Klaipėda,6
11359,Haley Peters,1992,Summit,6
11360,Endrit Hysenagolli,1988,Tirana,5
11361,Skyler Bowlin,1989,Paragould,8
11362,Jaren Sina,1994,Figueira da Foz,5
11363,Markelle Fultz,1998,Upper Marlboro,21
11364,Volodymyr Gerun,1994,Dnipro,10
11365,Thomas Gipson,1993,Dallas,7
11366,Ben Bentil,1995,Sekondi-Takoradi,16
11367,Kelsey Barlow,1991,Thessaloniki,6
11368,Inga Freidenfelds,1935,Riga,6
11369,Mason Cox,1991,Highland Village,5
11370,Joel Berry II,1995,Orlando,8
11371,Isaac Bonga,1999,Neuwied,16
11372,Daniel Hamilton,1995,Los Angeles,9
11373,Daniel Ochefu,1993,Baltimore,10
11374,Isaiah Cousins,1994,Mount Vernon,9
11375,Marquese Chriss,1997,Sacramento,18
11376,Jabril Trawick,1992,Jenkintown,5
11377,Žan Mark Šiško,1997,Ljubljana,9
11378,Glynn Watson Jr.,1997,Chicago,5
11379,Gabrielius Maldūnas,1993,Panevėžys,6
11380,Terrance Ferguson,1998,Tulsa,11
11381,Dionysis Skoulidas,1997,Marousi,5
11382,Courtney Williams,1994,Folkston,12
11383,Tyler Dorsey,1996,Pasadena,19
11384,Majok Deng,1993,Bor,5
11385,Paulius Valinskas,1995,Kaunas,5
11386,Kelsey Barlow,1991,Indianapolis,6
11387,Ruth Hamblin,1994,Smithers,7
11388,Oğulcan Baykan,1996,Bakırköy,5
11389,Nemanja Djurišić,1992,Podgorica,8
11390,M.J. Rhett,1992,Hopkins,6
11391,José Gregorio Vargas,1982,Caracas,9
11392,Kadri Moendadze,1994,Mayotte,5
11393,Rachel Banham,1993,Lakeville,10
11394,Bubu Palo,1991,Ames,5
11395,Jordan Theodore,1989,Englewood,15
11396,Chinanu Onuaku,1996,Lanham,14
11397,Marjan Čakarun,1990,Zadar,5
11398,Zhao Tailong,1990,Jilin,5
11399,Stevan Milošević,1985,Bar,6
11400,Ywen Smock,1996,Cayenne,5
11401,Malik Beasley,1996,Atlanta,22
11402,Manon Vernay,1989,Maisons-Alfort,5
11403,Katie Lou Samuelson,1997,Fullerton,9
11404,Ryan Evans,1990,Chicago,6
11405,Napheesa Collier,1996,O'Fallon,17
11406,Josh Perkins,1995,Denver,6
11407,Luc Loubaki,1997,Pontoise,5
11408,Ahmed Marei,1959,,5
11409,Stevan Milošević,1985,Yugoslavia,6
11410,Ángel Rodríguez,1992,San Juan,8
11411,Johnathan Williams,1995,Memphis,9
11412,Tim Lambrecht,1998,Leuven,6
11413,Ramses Lonlack,1989,Bélabo,5
11414,Jerry Boutsiele,1992,Courcouronnes,7
11415,Jerry Boutsiele,1994,Courcouronnes,7
11416,Jonquel Jones,1994,Freeport,12
11417,Kyle Gibson,1987,Los Angeles,10
11418,Nate Mason,1995,Decatur,6
11419,Devin Williams,1994,Cincinnati,8
11420,Mikal Bridges,1996,Philadelphia,17
11421,Ethan Happ,1996,Milan,8
11422,Keanau Post,1992,Victoria,6
11423,Néstor Colmenares,1987,Caracas,9
11424,Phil Booth,1995,Baltimore,5
11425,Dejounte Murray,1996,Seattle,16
11426,Windi Graterol,1986,Caracas,8
11427,Facundo Piñero,1988,Mar del Plata,5
11428,Nikola Pavličević,1988,Nikšić,5
11429,"Christopher Lawrence ""Bong"" Tesoro Go",1973,Davao City,8
11430,Danilo Fuzaro Siqueira,1994,Uberaba,5
11431,Laurynas Birutis,1997,Šiauliai,7
11432,Arnas Velička,1999,Kaunas,6
11433,Malachi Richardson,1996,Trenton,10
11434,T. J. Leaf,1997,Tel Aviv,12
11435,Miloš Janković,1994,Čačak,5
11436,Michael Stockton,1989,Spokane,7
11437,Ed Daniel,1990,Birmingham,8
11438,Troy Daniels,1991,Roanoke,13
11439,Mark Sanchez,1987,Tucson,6
11440,Bob Naber,1929,Covington,5
11441,Elston Turner,1990,Sacramento,6
11442,Ron Anderson,1989,Voorhees Township,5
11443,Afonso Silva,1974,Luanda,6
11444,Mario Little,1987,Chicago,6
11445,D. J. Stephens,1990,Killeen,9
11446,Maarten Bouwknecht,1994,Groningen,6
11447,Gabriel Lundberg,1994,Copenhagen,14
11448,Stefan Balmazović,1989,Ivanjica,5
11449,James Nunnally,1990,San Jose,14
11450,Aleksandra Kulicheva,1987,Saint Petersburg,5
11451,Kamil Novák,1967,Ostrava,5
11452,Srđan Kalember,1928,Sarajevo,6
11453,Joshua Smith,1992,Seattle,7
11454,James Bell,1992,Plainfield,10
11455,Ruslan Otverčenko,1990,Ulaanbaatar,11
11456,Rock Lee,1955,La Jolla,6
11457,Asier García,1981,Bilbao,7
11458,Charlie Westbrook,1989,Milwaukee,5
11459,Edmund Lawrence,1952,Lake Charles,6
11460,Keaton Nankivil,1989,Madison,6
11461,Zach LaVine,1995,Renton,31
11462,Myles Patrick,1954,Macon,5
11463,DeJuan Wright,1988,Detroit,5
11464,Vladimir Kärk,1915,Tallinn,7
11465,Chris Babb,1990,Topeka,16
11466,Ryan Brooks,1988,New Orleans,8
11467,Nik Cochran,1988,Vancouver,5
11468,Josh Parker,1989,Harvey,5
11469,Ovidijus Galdikas,1988,Kaunas,8
11470,Al Jackson,1943,Cleveland,6
11471,Kamil Brabenec,1951,Oblekovice,5
11472,Guillem Vives,1993,Barcelona,16
11473,Julius Randle,1994,Dallas,25
11474,Barry Stewart,1988,Shelbyville,5
11475,Ron Anderson,1989,Upper Marlboro,5
11476,Kayla Alexander,1991,Milton,9
11477,Chucky Jeffery,1991,Colorado Springs,8
11478,Rafael Heredia Estrella,1937,Mexico City,6
11479,Richie Williams,1987,San Diego,5
11480,Patric Young,1992,Jacksonville,11
11481,Nick Oudendag,1987,Zevenaar,6
11482,Angelo Caloiaro,1989,Saratoga,10
11483,Zachery Peacock,1987,Miami,8
11484,Darryl Thomas,1965,Chicago,5
11485,Devoe Joseph,1989,Toronto,7
11486,Devin Booker,1991,Whitmire,11
11487,Can Altıntığ,1987,Bursa,5
11488,Nataša Kovačević,1994,Belgrade,7
11489,Josef Klíma,1911,Karlovy Vary,6
11490,Anthony Canty,1991,Berlin,6
11491,Jordan Adams,1994,Atlanta,13
11492,Stevan Karadžić,1960,Nikšić,6
11493,Joe Spinks,1972,Asheboro,5
11494,Nikola Jevtović,1989,Užice,5
11495,Nebojša Ilić,1968,Belgrade,7
11496,Josef Jelínek,1966,Kutná Hora,5
11497,Lionel Price,1927,Marylebone,7
11498,Artūrs Strēlnieks,1985,Talsi,6
11499,Kamil Brabenec,1951,Znojmo,5
11500,Glenn McDuffie,1927,North Carolina,8
11501,Tyrone Nash,1988,Queens,6
11502,Toni Young,1991,Del City,5
11503,Rich Eichhorst,1933,St. Louis,5
11504,Tayler Hill,1990,Minneapolis,8
11505,Ed Earle,1927,Chicago,6
11506,David Michineau,1994,Les Abymes,8
11507,Maryna Doroshenko,1981,Marhanets,10
11508,Steve Wachalski,1983,Köthen,8
11509,Solomon Bozeman,1987,Little Rock,5
11510,Lee Jong-hyun,1994,Seoul,7
11511,Joel Embiid,1994,Yaoundé,31
11512,Nemanja Radović,1991,Berane,9
11513,Marko Tejić,1995,Užice,7
11514,Kenny Frease,1989,Massillon,7
11515,Kim Jong-kyu,1991,Seongnam,7
11516,Adreian Payne,1991,Dayton,19
11517,Red Davis,1932,New York City,5
11518,Rod Knowles,1946,Washington,5
11519,Elston Turner,1990,Missouri City,6
11520,Joshiko Saibou,1990,Berlin,7
11521,Paolo Marinelli,1995,Rijeka,5
11522,Radenko Pilčević,1986,Gornji Milanovac,5
11523,Jesse Sanders,1989,Sugar Land,8
11524,Hu Jinqiu,1997,Xinjiang,8
11525,Ivan Buva,1991,Zagreb,9
11526,John Loyer,1964,Galion,7
11527,Petra Steger,1987,Vienna,6
11528,Marko Jagodić-Kuridža,1987,Zadar,7
11529,Božo Grkinić,1913,Sveti Juraj na Bregu,7
11530,Bar Timor,1992,Haifa,7
11531,Missas Pantazopoulos,1924,Greece,5
11532,Aaron Owens,1974,Philadelphia,5
11533,Klym Artamonov,1993,Kerch,7
11534,Eduardo Martínez Balmaseda,1990,Logroño,6
11535,Olavi Ahonen,1941,Tampere,5
11536,Nikola Janković,1994,Vranje,11
11537,Monta McGhee,1979,Dallas,5
11538,Gunārs Siliņš,1928,,7
11539,Robert Rikić,1990,Mostar,6
11540,Arthur Kenney,1946,New York City,5
11541,Karolis Petrukonis,1987,Trakai,5
11542,Ling Guang,1966,Shanghai,5
11543,Uchechukwu Iheadindu,1979,Bucharest,5
11544,Stasys Šačkus,1907,Marijampolė,5
11545,Josip Bilinovac,1990,Mostar,5
11546,Keddric Mays,1984,Lufkin,7
11547,Eduard Portela i Marín,1934,Barcelona,5
11548,Sugar Rodgers,1989,Suffolk,9
11549,Edward Santana,1980,Hato Mayor del Rey,6
11550,Dario Gjergja,1975,Zadar,6
11551,Dušan Hauptman,1960,Ljubljana,5
11552,Ólafur Rafnsson,1963,Hafnarfjörður,8
11553,Ivica Dukan,1956,Solin,5
11554,Sven Ušić,1959,Pula,5
11555,Spike Albrecht,1992,Crown Point,5
11556,Vaidas Čepukaitis,1989,Alytus,5
11557,Javier Marín Ayerbe,1994,Zaragoza,5
11558,Marcus Kennedy,1967,Highland Park,6
11559,Jacki Gemelos,1988,Stockton,7
11560,Kim Tae-sul,1984,Busan,6
11561,Kim Sun-hyung,1988,Incheon,5
11562,Seppo Kuusela,1934,Helsinki,8
11563,Charis Papageorgiou,1953,Thessaloniki,7
11564,Zufer Avdija,1959,Prishtina,10
11565,Arnas Butkevičius,1992,Klaipėda,7
11566,Laís Elena Aranha da Silva,1943,Garça,5
11567,Giorgos Amerikanos,1942,Nikaia,12
11568,Beon Yeon-ha,1980,Busan,7
11569,Toni Bizaca,1982,Split,6
11570,Toni Prostran,1991,Zadar,5
11571,Troy Brown,1971,Lynn,6
11572,Mandisa Stevenson,1982,Decatur,6
11573,Uros Lukovic,1989,Belgrade,8
11574,Giorgos Kastrinakis,1950,United States of America,5
11575,Simone Fontecchio,1995,Pescara,16
11576,Chris Watson,1975,White Plains,7
11577,Pankracije Barac,1981,Pula,6
11578,Dzidra Uztupe-Karamiševa,1930,Smiltene,8
11579,Steve Clifford,1961,Island Falls,13
11580,Üllar Kerde,1954,Tallinn,5
11581,Jonathan Barreiro,1997,As Encrobas,6
11582,Kristina Benić,1988,Dubrovnik,5
11583,Artūras Andrulis,1918,Kaunas,6
11584,Branko Radović,1933,Dubrovnik,8
11585,Joel Villanueva,1975,Bocaue,11
11586,Annegrit Brießmann,1972,Darmstadt,7
11587,Quinnel Brown,1983,Chicago,6
11588,Aaron Gordon,1995,San Jose,30
11589,Spiros Magkounis,1985,Athens,5
11590,Lukengu Ngalula,1971,Kinshasa,7
11591,Vergel Meneses,1969,Malolos,5
11592,Shamela Hampton,1987,Colorado Springs,5
11593,Seo Jang-hoon,1974,Seoul,10
11594,Kitija Laksa,1996,Riga,5
11595,Scott Armstrong,1913,Fort Wayne,5
11596,Israel Elimelech,1960,Israel,5
11597,Erik Murphy,1990,Lyon,11
11598,Britt Dillmann,1963,,6
11599,Ivan Batur,1991,Zadar,5
11600,Yevgeniya Zarkovskaya,1923,Moscow,6
11601,Eugenijus Nikolskis,1917,Arkhangelsk,5
11602,Abraham Hemmo,1934,Egypt,5
11603,Aristides Moumoglou,1942,Veroia,5
11604,Stojan Ivković,1966,Dubrovnik,5
11605,František Hájek,1915,Prague,5
11606,Anton Odabaşı,1995,Espoo,6
11607,Taylor Lilley,1988,Van Nuys,5
11608,Yang Dong-geun,1981,Seoul,7
11609,Chiney Ogwumike,1992,Tomball,14
11610,Goran Vrbanc,1984,Rijeka,7
11611,Park Hye-Jin,1990,Busan,5
11612,Siniša Štemberger,1979,Rijeka,5
11613,Gintaras Leonavičius,1983,Panevėžys,7
11614,Manny Paner,1949,Cebu City,6
11615,Ivana Tikvić,1994,Zagreb,5
11616,Maximiliano Garafulic,1938,Antofagasta,6
11617,Topias Palmi,1994,Tampere,5
11618,Manthos Katsoulis,1956,Drama,6
11619,Vedran Morovic,1983,Zadar,5
11620,Nic Belasco,1973,Stockton,5
11621,Ante Delaš,1988,Solin,10
11622,Muffet McGraw,1955,Pottsville,5
11623,Layshia Clarendon,1991,San Bernardino,14
11624,Jūratė Daktaraitė,1936,Kaunas,5
11625,Monika Bosilj,1985,Mostar,5
11626,Petri Heinonen,1988,Tampere,5
11627,Ivan Ramljak,1990,Mostar,9
11628,John Turek,1983,Council Bluffs,6
11629,Chima Moneke,1995,Lagos,5
11630,Chaundee Brown,1998,Orlando,9
11631,Hugh Hogland,1998,Waimānalo,5
11632,Te'a Cooper,1997,Montclair,7
11633,Ousmane Dieng,2003,,8
11634,Mojave King,2002,Dunedin,6
11635,Chris Jones,1993,Garland,5
11636,Jabari Smith Jr.,2003,Fayetteville,17
11637,Jonah Mathews,1998,San Francisco,8
11638,Alan Herndon,1994,Colorado Springs,5
11639,Xavier Moon,1995,Goodwater,6
11640,Drake London,2001,Moorpark,5
11641,DeJon Jarreau,1998,New Orleans,5
11642,Joyner Holmes,1998,Dallas,6
11643,Nate Grimes,1996,Las Vegas,5
11644,Aamir Simms,1999,East Orange,5
11645,Tyrese Martin,1999,Cottage Grove,7
11646,KeVaughn Allen,1995,Little Rock,5
11647,Josh Nebo,1997,Houston,6
11648,Joe Mazzulla,1988,Johnston,10
11649,Tyrique Jones,1997,Hartford,6
11650,Davion Mitchell,1998,Hinesville,14
11651,Kenny Goins,1996,Troy,5
11652,Ron Harper Jr.,2000,Paterson,7
11653,DeVante Jones,1998,New Orleans,5
11654,Jose Alvarado,1998,Brooklyn,9
11655,Deishuan Booker,1996,Las Vegas,7
11656,Jaime Echenique,1997,Barranquilla,7
11657,Yoan Makoundou,2000,Melun,6
11658,Jamaree Bouyea,1999,Seaside,6
11659,Mike Smith,1997,Burr Ridge,5
11660,Miles McBride,2000,Cincinnati,6
11661,Paolo Banchero,2002,Seattle,23
11662,Raiquan Gray,1999,Fort Lauderdale,5
11663,Kessler Edwards,2000,Glendale,8
11664,Keve Aluma,1998,,5
11665,David Duke,1999,Providence,9
