,university_name,founding_year,city,popularity
3249,University of the Punjab,1882.0,,21
3250,Cornell University College of Veterinary Medicine,1894.0,,5
3251,University of Shanghai,1906.0,,5
3252,Favaloro University,1992.0,,5
3253,Konrad Wolf Film University of Babelsberg,1954.0,,6
3254,Elon University,1889.0,,7
3255,University of Luhansk,1921.0,,13
3256,Momoyama Gakuin University,1959.0,,6
3257,Ursuline College,1871.0,,5
3258,Tohoku Gakuin University,1949.0,,10
3259,Gorno-Altaisk State University,1993.0,,9
3260,University of Brasília,1962.0,,14
3261,St. Francis Xavier University,1853.0,,11
3262,Francisk Skorina Gomel State University,1929.0,,9
3263,Central European University,1991.0,,65
3264,Josai University,1965.0,,5
3265,Multimedia University,1996.0,,8
3266,Mississippi University for Women,1884.0,,6
3267,University of Graz,1585.0,,49
3268,Azerbaijan State University of Economics,1930.0,,25
3269,Medical University of Varna,1961.0,,11
3270,John Cabot University,1972.0,,7
3271,"All India Institute of Medical Sciences, Raebareli",2013.0,,5
3272,EARTH University,1990.0,,5
3273,Aurora University,1893.0,,7
3274,Russian State Hydrometeorological University,1930.0,,5
3275,Open University of Cyprus,2001.0,,11
3276,Medical University of Lublin,1950.0,,13
3277,Nelson Mandela University,2005.0,,10
3278,Takhar University,1955.0,,5
3279,Sultan Ageng Tirtayasa University,1981.0,,5
3280,Saga University,1949.0,,9
3281,Lazarev Institute of Oriental Languages,1815.0,,10
3282,Tohoku Fukushi University,1875.0,,6
3283,Ginling College,1913.0,,6
3284,Islamic Azad University of Damavand,2002.0,,8
3285,Saginaw Valley State University,1963.0,,5
3286,Mahachulalongkornrajavidyalaya University,1887.0,,12
3287,Jamia Islamia Bhatkal,1962.0,,5
3288,Moscow State University of Food Production,1930.0,,6
3289,Handong Global University,1995.0,,7
3290,University of South Alabama,1963.0,,11
3291,Uthman dan Fodiyo University,1975.0,,5
3292,Sunway University,1987.0,,6
3293,Birsa Agricultural University,1984.0,,6
3294,Regis University,1877.0,,9
3295,Al-Mustansiriya University,1227.0,,22
3296,National University of St Augustin of Arequipa,1828.0,,7
3297,Moscow University for Industry and Finance,1995.0,,6
3298,Vikramaśīla University,,,25
3299,University of North Florida,1969.0,,16
3300,Chienkuo Technology University,1965.0,,5
3301,Chapman University,1861.0,,11
3302,Ternopil Volodymyr Hnatiuk National Pedagogical University,1940.0,,6
3303,Effat University,1999.0,,5
3304,National Research Nuclear University,1942.0,,16
3305,Petro Mohyla Black Sea National University,1996.0,,6
3306,Lithuanian University of Educational Sciences,1935.0,,11
3307,Mid-Western University Birendranagar,2010.0,,6
3308,Uva Wellassa University,2005.0,,6
3309,University of Kalamoon,2003.0,,6
3310,University of Arizona Global Campus,1918.0,,6
3311,Keisen University,1988.0,,5
3312,Military Technical Academy,1949.0,,5
3313,University of Sassari,1562.0,,18
3314,University of Nairobi,1956.0,,25
3315,University of Raparin,2010.0,,7
3316,University of Cincinnati – College-Conservatory of Music,1867.0,,6
3317,National Aerospace University – Kharkiv Aviation Institute,1930.0,,12
3318,Tomas Bata University in Zlín,2001.0,,9
3319,University of Manchester Institute of Science and Technology,1824.0,,8
3320,Paris Dauphine University,1971.0,,40
3321,Vidzemes Augstskola,1996.0,,9
3322,Azarbaijan Shahid Madani University,1987.0,,7
3323,University of Guam,1952.0,,17
3324,Bina Nusantara University,1996.0,,10
3325,Geneva Graduate Institute,2007.0,,30
3326,IT University of Copenhagen,1999.0,,11
3327,Art Academy of Cincinnati,1869.0,,8
3328,Trinity University,1869.0,,7
3329,Harper Adams University,1901.0,,8
3330,Fuzhou University,1958.0,,11
3331,Ion Creangă Pedagogical State University,1940.0,,7
3332,Azerbaijan Diplomatic Academy,2006.0,,12
3333,King Mongkut's University of Technology Thonburi,1960.0,,7
3334,Providence College,1917.0,,12
3335,Al-Beroni University,2000.0,,10
3336,Pratt Institute,1887.0,,20
3337,Naresuan University,1990.0,,15
3338,Wittenberg University,1845.0,,5
3339,Assam University,1994.0,,16
3340,West Pomeranian University of Technology,2009.0,,14
3341,Vanguard University of Southern California,1920.0,,5
3342,Kumamoto University,1949.0,,12
3343,University of Pavia,1361.0,,38
3344,Zaoksky Adventist University,2003.0,,5
3345,Ritsumeikan Asia Pacific University,2000.0,,8
3346,University of Verona,1982.0,,17
3347,Agricultural University of Georgia,1929.0,,12
3348,Saint Petersburg State Chemical-Pharmaceutical Academy,1919.0,,5
3349,Russian Institute of Theatre Arts,1878.0,,22
3350,Jan Evangelista Purkyně University in Ústí nad Labem,1991.0,,8
3351,Art Center College of Design,1930.0,,11
3352,Instituto Superior de Arte,1976.0,,5
3353,Palawan State University,1972.0,,6
3354,Dnipropetrovsk State University of Internal Affairs,1966.0,,6
3355,University of Gabès,2003.0,,8
3356,Hokkaido University of Education,1949.0,,9
3357,University of Kerala,1937.0,,12
3358,Jesuit Academy of Polotsk,1812.0,,5
3359,University of Galway,1845.0,,25
3360,Towson University,1866.0,,15
3361,Mahanakorn University of Technology,1990.0,,5
3362,East China Normal University,1951.0,,35
3363,Aichi Prefectural University,1947.0,,8
3364,Gwangju University,1981.0,,5
3365,Institute For Research In Philosophy,1974.0,,7
3366,Nepal Agriculture and Forestry University,2010.0,,6
3367,Guangxi University,1928.0,,11
3368,TOBB University of Economics and Technology,2003.0,,12
3369,Goa University,1984.0,,7
3370,Geumgang University,2002.0,,5
3371,Delft University of Technology,1842.0,,41
3372,Agricultural University of Tajikistan,1931.0,,8
3373,Charter Oak State College,1973.0,,8
3374,Chuo University,1885.0,,12
3375,Northern Michigan University,1899.0,,12
3376,Danylo Halytsky Lviv National Medical University,1784.0,,10
3377,Tel Aviv University,1956.0,,46
3378,Politehnica University of Timișoara,1920.0,,8
3379,Auezov South Kazakhstan State University,1943.0,,6
3380,"Rani Durgavati University, Jabalpur",1956.0,,7
3381,National University of Rwanda,1963.0,,16
3382,University of Madeira,1988.0,,10
3383,Crimea State Medical University named after S. I. Georgievsky,1931.0,,11
3384,Alma Mater Viadrina,1506.0,,5
3385,Hefei University of Technology,1945.0,,8
3386,Susquehanna University,1858.0,,5
3387,National University of Uzbekistan,1918.0,,25
3388,Communist University of the Toilers of the East,1921.0,,24
3389,University of Cebu,1964.0,,5
3390,Cheongju University,1947.0,,5
3391,Universidad de Especialidades Espíritu Santo,1993.0,,5
3392,University of Macau,1981.0,,21
3393,Ulyanovsk State University,1988.0,,9
3394,Dr. Hari Singh Gour University,1946.0,,9
3395,Ho Chi Minh City Architecture University,1976.0,,5
3396,Oita University,1921.0,,10
3397,Southern Illinois University Edwardsville,1957.0,,5
3398,Nikola Vaptsarov Naval Academy,1881.0,,10
3399,Benito Juárez Autonomous University of Oaxaca,1827.0,,6
3400,Texas A&M University at Qatar,2003.0,,7
3401,Binghamton University,1946.0,,25
3402,Moscow Technical University of Communication and Informatics,1921.0,,7
3403,King Abdullah University of Science and Technology,2009.0,,26
3404,Tarbiat Modares University,1982.0,,7
3405,University of West Alabama,1835.0,,7
3406,German-Jordanian University,2005.0,,8
3407,The Volgograd State Medical University,1935.0,,8
3408,Changchun University,1946.0,,6
3409,University of Molise,1982.0,,11
3410,Nishogakusha University,1877.0,,5
3411,Tata Institute of Fundamental Research,1945.0,,20
3412,Queens College,1937.0,,10
3413,Tuskegee University,1880.0,,15
3414,Samford University,1841.0,,9
3415,University of Fulda,,,5
3416,Sankore Madrasah,988.0,,26
3417,University of Crete,1973.0,,19
3418,Murmansk State Technical University,1950.0,,5
3419,Toyo University,1887.0,,16
3420,Benedictine University,1887.0,,5
3421,Autonomous University of Baja California,1957.0,,5
3422,Bolivarian University of Venezuela,2003.0,,6
3423,Ostroh Academy,1580.0,,16
3424,University of Hyderabad,1974.0,,20
3425,Universidad de Guanajuato,1732.0,,5
3426,Annamalai University,1929.0,,14
3427,Sardar Patel University,1955.0,,5
3428,Northern Illinois University,1895.0,,23
3429,Universitas Jember,1964.0,,6
3430,American University of Antigua,2004.0,,7
3431,University of Mostar,1977.0,,23
3432,University of Queensland,1909.0,,44
3433,Texas A&M University–Corpus Christi,1947.0,,6
3434,Mediterranea University of Reggio Calabria,1968.0,,9
3435,Technical University of Varna,1962.0,,10
3436,University College of the Cayman Islands,1975.0,,5
3437,Herzen University,1797.0,,13
3438,Hardin–Simmons University,1891.0,,5
3439,University of Galați,1948.0,,8
3440,Dagestan State University,1931.0,,17
3441,University of Indianapolis,1902.0,,7
3442,Universitat d'Andorra,1997.0,,24
3443,University of Hawaiʻi,1907.0,,40
3444,National University of Equatorial Guinea,1995.0,,10
3445,Modul University Vienna,2007.0,,7
3446,University of London,1836.0,,80
3447,Madurai Kamaraj University,1966.0,,7
3448,Tokyo Kasei University,1881.0,,5
3449,Tamil Nadu Agricultural University,1971.0,,9
3450,Akita Prefectural University,1999.0,,5
3451,Universidade Federal de Santa Maria,1960.0,,7
3452,Khost University,2000.0,,10
3453,University of Pattimura,1963.0,,8
