,university_name,founding_year,city,popularity
1328,Tajik State Medical University,1939.0,,7
1329,University of La Verne,1891.0,,5
1330,Prince Sattam bin Abdulaziz University,2009.0,,6
1331,Islamic Azad University of Najafabad,1985.0,,5
1332,Bengaluru University,1886.0,,13
1333,University of Trunojoyo Madura,2001.0,,6
1334,APJ Abdul Kalam Technological University,2014.0,,6
1335,State University of Makassar,1961.0,,6
1336,University of the Arts Helsinki,2013.0,,15
1337,Kazan State Technical University named after A. N. Tupolev,1932.0,,6
1338,Carnegie Mellon University in Qatar,2004.0,,7
1339,INTI International University,1986.0,,5
1340,Estonian Academy of Arts,1914.0,,20
1341,University of Chinese Academy of Sciences,1978.0,,8
1342,Spiru Haret University,1991.0,,5
1343,University of Denver,1864.0,,25
1344,Sepuluh Nopember Institute of Technology,1957.0,,13
1345,University of Engineering and Technology,1921.0,,19
1346,Pontifícia Universidade Católica do Paraná,1959.0,,7
1347,Life Pacific University,1923.0,,5
1348,Tennessee Technological University,1915.0,,13
1349,Kyrgyz National University,1925.0,,16
1350,National Pingtung University,2014.0,,8
1351,Olabisi Onabanjo University,1982.0,,5
1352,Kim Il-sung University,1946.0,,47
1353,University of Osijek,1975.0,,20
1354,Adama Science and Technology University,1993.0,,5
1355,"Adamawa State University, Mubi",2002.0,,6
1356,The American University in Cairo,1919.0,,22
1357,Tianjin University,1895.0,,16
1358,University of Papua New Guinea,1965.0,,15
1359,Ocean University of China,1924.0,,6
1360,University of North Carolina at Pembroke,1887.0,,7
1361,Kore University of Enna,2004.0,,10
1362,Azusa Pacific University,1899.0,,6
1363,Southern California Institute of Architecture,1972.0,,9
1364,University of Texas–Pan American,1927.0,,5
1365,Vasile Goldiș Western University of Arad,1990.0,,6
1366,K. D. Ushynsky South Ukrainian National Pedagogical University,1920.0,,6
1367,Lovanium University,1954.0,,8
1368,Siberian State Medical University,1888.0,,7
1369,Corcoran College of Art and Design,1890.0,,6
1370,Leeds Trinity University,1966.0,,6
1371,Indiana State University,1865.0,,16
1372,Chelyabinsk State University,1976.0,,10
1373,Tokyo Medical University,1916.0,,7
1374,University of Ss. Cyril and Methodius in Trnava,1997.0,,10
1375,Gavar State University,1993.0,,7
1376,Cyprus International University,1997.0,,9
1377,Eurasia International University,1996.0,,11
1378,Royal University of Phnom Penh,1960.0,,20
1379,LCC International University,1991.0,,9
1380,Liaoning University,1948.0,,5
1381,Latin American Center for Human Economy,1957.0,,5
1382,Jalalabad State University,1993.0,,6
1383,University of Jyväskylä,1934.0,,28
1384,KIIT,1992.0,,6
1385,Iceland Academy of the Arts,1998.0,,15
1386,Université de Moncton,1963.0,,9
1387,West Ukrainian National University,1966.0,,7
1388,KBC North Maharashtra University,1990.0,,5
1389,National University of Río Cuarto,1971.0,,7
1390,Belgorod State Technological University,1954.0,,6
1391,International University of Sarajevo,2004.0,,9
1392,Yaroslav-the-Wise Novgorod State University,1993.0,,6
1393,Stanford University,1885.0,,107
1394,Ranchi University,1960.0,,6
1395,Ravensbourne University London,1962.0,,6
1396,Kameshwar Singh Darbhanga Sanskrit University,1961.0,,6
1397,"University of California College of the Law, San Francisco",1878.0,,13
1398,Faculté polytechnique de Mons,1920.0,,9
1399,Cihan University-Erbil,2007.0,,7
1400,Odesa National Academy of Food Technologies,1902.0,,6
1401,Southwest University of Political Science and Law,1950.0,,6
1402,Odesa National Maritime University,1930.0,,6
1403,University of Suwon,1977.0,,7
1404,State University of Library Studies and Information Technologies,1950.0,,5
1405,University Nancy II,1970.0,,7
1406,Toyota Technological Institute,1981.0,,6
1407,Marche Polytechnic University,1969.0,,11
1408,Barkatullah University,1970.0,,5
1409,Kazakh Agro Technical University,1957.0,,5
1410,Bashkir State Agrarian University,1930.0,,10
1411,Tokyo University of Marine Science and Technology,2003.0,,13
1412,Jaume I University,1069.0,,14
1413,Maria Curie-Skłodowska University,1944.0,,18
1414,Utsunomiya University,1949.0,,10
1415,Alexander Dubcek University in Trencin,,,5
1416,Universiti Malaysia Sabah,1994.0,,9
1417,Modern University for the Humanities,1992.0,,5
1418,Chandigarh University,2012.0,,5
1419,China University of Geosciences,1952.0,,9
1420,Immanuel Kant Baltic Federal University,1947.0,,22
1421,University of Miyazaki,1884.0,,9
1422,Kunstakademiets Arkitektskole,1754.0,,5
1423,Fuller Theological Seminary,1947.0,,17
1424,Kogakkan University,1882.0,,6
1425,Walter Sisulu University,2005.0,,7
1426,Beijing Foreign Studies University,1941.0,,28
1427,Koyasan University,1886.0,,8
1428,Islamic Azad University of Mahshahr,1989.0,,5
1429,Kathmandu University,1991.0,,13
1430,Kunitachi College of Music,1926.0,,6
1431,California Miramar University,1977.0,,7
1432,University of Wittenberg,1502.0,,10
1433,Hampton University,1868.0,,10
1434,"California State University, Dominguez Hills",1960.0,,8
1435,Umeå University,1965.0,,41
1436,"California State University, East Bay",1957.0,,8
1437,"California State University, San Bernardino",1965.0,,9
1438,Open International University of Human Development “Ukraine”,1998.0,,5
1439,State University of Surabaya,1964.0,,5
1440,Vista University,1981.0,,7
1441,Texas A&M University–Kingsville,1925.0,,6
1442,Yamagata University,1878.0,,11
1443,Parahyangan Catholic University,1955.0,,7
1444,Ulster University,1984.0,,24
1445,Ural State University,1920.0,,21
1446,Osmania University,1918.0,,23
1447,Dalian University of Foreign Languages,1964.0,,5
1448,Walsh University,1958.0,,6
1449,Indian Institute of Management Lucknow,1984.0,,11
1450,Kansas State University,1863.0,,28
1451,Universidade Tecnológica Federal do Paraná,1909.0,,24
1452,University of Iceland -School of Education,1907.0,,6
1453,Lunghwa University of Science and Technology,1969.0,,5
1454,Oikos University,2004.0,,8
1455,Siedlce University of Natural Sciences and Humanities,1969.0,,7
1456,University of Hull,1927.0,,28
1457,International Sakharov Environmental University,1992.0,,6
1458,Lambung Mangkurat University,1958.0,,13
1459,Dhirubhai Ambani Institute of Information and Communication Technology,2001.0,,5
1460,Wuhan Textile University,1958.0,,5
1461,Campbell University,1887.0,,11
1462,Ulyanovsk State Technical University,1957.0,,5
1463,Boston University,1869.0,,67
1464,Chung Shan Medical University,1960.0,,6
1465,Kenyatta University,1985.0,,11
1466,Mokpo National University,1946.0,,5
1467,Tokyo Dental College,1890.0,,5
1468,Bangkok University,1962.0,,10
1469,Yong In University,1953.0,,7
1470,University of Cumbria,2007.0,,14
1471,University of Basrah,1964.0,,19
1472,Sochi State University,1989.0,,7
1473,Atal Bihari Vajpayee Medical University,2018.0,,6
1474,International University of Humanities and Development,2014.0,,5
1475,Islamic University of Indonesia,1947.0,,10
1476,Kyoto Seika University,1968.0,,6
1477,Magnitogorsk State Technical University,1931.0,,5
1478,Academy of Foreign Intelligence,1938.0,,13
1479,Sultan Idris Education University,1922.0,,9
1480,Alfred University,1836.0,,5
1481,University of Milan-Bicocca,1998.0,,17
1482,Stendhal University,1970.0,,11
1483,King Saud University,1957.0,,32
1484,Diplomatic School of Spain,1942.0,,5
1485,Sheffield Hallam University,1992.0,,18
1486,Fitchburg State University,1894.0,,5
1487,Cadi Ayyad University,1978.0,,11
1488,Hebei Agricultural University,1902.0,,5
1489,Christ University,1969.0,,9
1490,Nippon Sport Science University,1893.0,,7
1491,University of National and World Economy,1920.0,,26
1492,Misrata University,1984.0,,6
1493,National Military Academy of Afghanistan,2005.0,,5
1494,Chuvash State University,1967.0,,10
1495,Marshall University,1837.0,,13
1496,National University of Lomas de Zamora,1972.0,,6
1497,Fukuoka University,1934.0,,8
1498,University of New Haven,1920.0,,10
1499,University of Bath,1966.0,,31
1500,Ural State University of Railway Transport,1956.0,,9
1501,Lincoln University,1854.0,,13
1502,Daugavpils University,1921.0,,16
1503,Varna University of Management,1996.0,,6
1504,Komatsu University,2018.0,,6
1505,University of Zielona Góra,2001.0,,16
1506,Kaziranga University,2012.0,,5
1507,University for the Creative Arts,2005.0,,9
1508,Indonesia University of Education,1954.0,,10
1509,Brigham Young University–Idaho,1888.0,,10
1510,Oles Honchar Dnipro National University,1918.0,,13
1511,Louisiana Tech University,1894.0,,11
1512,Aga Khan University,1983.0,,14
1513,Pontificio Ateneo Sant Anselmo,1887.0,,12
1514,Mie University,1949.0,,9
1515,Rollins College,1885.0,,8
1516,Donbas State Technical University,1957.0,,5
1517,Universiti Brunei Darussalam,1985.0,,16
1518,Khon Kaen University,1966.0,,14
1519,"California State University, Monterey Bay",1994.0,,5
1520,Victor Babeș University of Medicine and Pharmacy,1944.0,,9
1521,Alliant International University,2001.0,,7
1522,Stockton University,1969.0,,9
1523,University of Königsberg,1544.0,,35
1524,Oklahoma Baptist University,1910.0,,6
1525,Moscow State University of Civil Engineering,1921.0,,9
1526,Armenian State University of Economics,1975.0,,13
1527,Don State Technical University,1930.0,,9
1528,Koryo Songgyungwan University,1992.0,,8
1529,Seijoh University,1941.0,,5
1530,South Asian University,2010.0,,10
1531,Saint Petersburg State University,1724.0,,70
1532,University of Johannesburg,2005.0,,22
1533,Pontifical Bolivarian University,1936.0,,9
1534,Université de Bamenda,2011.0,,8
1535,Guru Jambheshwar University of Science and Technology,1995.0,,5
1536,University of Algarve,1976.0,,12
1537,University of Mondragón,1997.0,,13
1538,University of Madrid,1943.0,,7
1539,University of North Carolina Wilmington,1947.0,,16
1540,Handelshochschule Leipzig,1898.0,,11
1541,Quinnipiac University,1929.0,,13
1542,Beijing University of Technology,1960.0,,9
1543,Imam Muhammad ibn Saud Islamic University,1974.0,,17
1544,Ho Chi Minh City University of Technology,1957.0,,8
1545,Wrexham Glyndŵr University,2008.0,,6
1546,Sriwijaya University,1960.0,,7
1547,International Medical University,1992.0,,9
1548,Collegium Civitas,1997.0,,8
1549,Mzuzu University,1997.0,,9
1550,"Maulana Abul Kalam Azad University of Technology, West Bengal",2000.0,,6
1551,Los Andes Peruvian University,1983.0,,7
1552,Guangdong University of Finance and Economics,1983.0,,5
1553,Ling Tung University,1964.0,,5
1554,Guangzhou Academy of Fine Arts,1953.0,,5
1555,Kim Chaek University of Technology,1948.0,,16
1556,Bamiyan University,1994.0,,6
1557,Iuliu Hațieganu University of Medicine and Pharmacy,1919.0,,10
1558,Kennesaw State University,1963.0,,11
1559,Haverford College,1833.0,,15
1560,Tokyo University of Agriculture and Technology,1949.0,,13
1561,Indian Institute of Management Rohtak,2009.0,,5
1562,Tama Art University,1935.0,,11
1563,Universidad de Montevideo,1986.0,,15
1564,Bharathidasan University,1982.0,,7
1565,Music conservatory of Naples,1808.0,,12
1566,General Jonas Žemaitis Military Academy of Lithuania,1992.0,,8
1567,University of Szeged,1872.0,,29
1568,Samara University (Russia),1942.0,,10
1569,Iran University of Science and Technology,1929.0,,12
1570,Andrés Bello University,1988.0,,10
1571,Macau University of Science and Technology,2000.0,,7
1572,Kagawa University,1949.0,,6
1573,Jackson State University,1877.0,,13
1574,Tor Vergata University of Rome,1982.0,,23
1575,Ufa State Aviation Technical University,1932.0,,11
1576,Veliko Tarnovo University,1963.0,,17
1577,Airlangga University,1954.0,,18
1578,Royal Academy of Music,1822.0,,31
1579,"School of International and Public Affairs, Columbia University",1946.0,,5
1580,Nanjing University of Posts and Telecommunications,1942.0,,5
1581,Kokushikan University,1917.0,,11
1582,Technical University of Crete,1984.0,,8
1583,South Valley University,1995.0,,5
1584,Southern University of Science and Technology,2009.0,,9
1585,Tibet University,1985.0,,13
1586,Lawrence Technological University,1932.0,,7
1587,Saint Petersburg State Pediatric Medical University,1925.0,,9
1588,Shanghai University of International Business and Economics,1960.0,,5
1589,Rzeszów University of Technology,1951.0,,10
1590,Federal University of Rio Grande do Norte,1958.0,,6
1591,East China University of Science and Technology,1952.0,,9
1592,University of Primorska,2003.0,,15
1593,Iwate University,1876.0,,10
1594,Link Campus University,1999.0,,7
1595,Dali University,1978.0,,5
1596,University of Glamorgan,1913.0,,9
1597,Pavlodar State University,1960.0,,5
1598,Kazan State Power Engineering University,1968.0,,5
1599,Kyungsung University,1955.0,,5
1600,Kyiv National University of Construction and Architecture,1930.0,,15
1601,Pusan National University,1946.0,,20
1602,Faulkner University,1942.0,,10
1603,Vasil Levski National Military University,1878.0,,11
1604,University of Liechtenstein,2011.0,,20
1605,University of Catania,1434.0,,22
1606,Musashino University,1924.0,,5
1607,John F. Kennedy University,1964.0,,7
1608,University of the East,1946.0,,10
1609,Shevchenko Transnistria State University,1930.0,,13
1610,York St John University,1841.0,,6
1611,Al-Azhar University,970.0,,83
1612,American University in Bulgaria,1991.0,,15
1613,Missouri State University,1905.0,,10
1614,University of Gdańsk,1970.0,,29
1615,Nanjing University of Science and Technology,1953.0,,7
1616,City University of Macau,1981.0,,5
1617,Sri Krishnadevaraya University,1981.0,,5
1618,University of Bamako,1996.0,,9
1619,Police Academy of the Czech Republic,1993.0,,5
1620,University of Mons,1971.0,,17
1621,Belarusian National Technical University,1920.0,,15
1622,Emerson College,1880.0,,14
1623,Moscow State Pedagogical University,1872.0,,12
1624,Krasnoyarsk State University,1963.0,,5
1625,Shanghai Theatre Academy,1945.0,,14
1626,Kyiv International University,1994.0,,6
1627,State University of Medan,1956.0,,5
1628,State University of New York at Oswego,1861.0,,5
1629,Emir Abdelkader University,1984.0,,5
1630,Naples Eastern University,1732.0,,12
1631,Shri Lal Bahadur Shastri National Sanskrit University,1962.0,,8
1632,Universidad de Panamá,1935.0,,9
1633,University of Botswana,1982.0,,21
1634,University of Niš,1965.0,,16
1635,Toho Gakuen School of Music,1955.0,,7
1636,University of Economics - Varna,1920.0,,8
1637,Lanzhou University,1909.0,,12
1638,Duke Kunshan University,2012.0,,5
1639,Seri Begawan Religious Teachers University College,2007.0,,5
1640,Moscow Institute of Physics and Technology,1946.0,,26
1641,University of Tsukuba,1972.0,,30
1642,"University of Colorado, at Colorado Springs",1965.0,,7
1643,University of Qom,1980.0,,6
1644,Universidad Católica Boliviana San Pablo,1966.0,,8
1645,Yeshiva University,1886.0,,28
1646,Suleyman Demirel University,1996.0,,7
1647,Seijo University,1917.0,,10
1648,University of Canterbury,1873.0,,28
1649,Limkokwing University of Creative Technology,1991.0,,8
1650,Shanxi University,1902.0,,6
1651,New Georgian University,2012.0,,6
1652,Durban University of Technology,2002.0,,9
1653,Pedagogical University of Kraków,1946.0,,13
1654,University of Scranton,1888.0,,11
1655,Ghana-India Kofi Annan Centre of Excellence in ICT,,,6
1656,Bishkek Humanities University,1979.0,,10
1657,Kashi University,1962.0,,5
1658,Lincoln University,1866.0,,6
1659,University Of Nizwa,2002.0,,6
1660,Bemidji State University,1919.0,,8
1661,"Universidad ""Inca Garcilaso de la Vega""",1964.0,,5
1662,Dayeh University,1990.0,,6
1663,Duke University,1838.0,,72
1664,Osaka Gakuin University,1940.0,,5
1665,University of Ruse,1954.0,,6
1666,Ubon Ratchathani University,1990.0,,8
1667,University of Central Asia,2000.0,,14
1668,Catholic University of the Most Holy Conception,1991.0,,26
1669,Sophia University,1913.0,,27
1670,University of Nordland,1994.0,,9
1671,King Mongkut's University of Technology North Bangkok,1959.0,,5
1672,Singapore University of Social Sciences,1994.0,,10
1673,Pontifícia Universidade Católica de Minas Gerais,1958.0,,93
1674,Tarlac State University,1906.0,,6
1675,Palestine Polytechnic University,1978.0,,10
1676,Kyoto Prefectural University of Medicine,1872.0,,5
1677,Tribhuvan University,1959.0,,20
1678,Minsk State Linguistic University,1948.0,,10
1679,University of Nigeria,1955.0,,15
1680,American University of Rome,1969.0,,11
1681,Luhansk State University of Internal Affairs,1993.0,,5
1682,Maldives National University,1973.0,,7
1683,Andong National University,1947.0,,6
1684,Sultan Qaboos University,1986.0,,17
1685,Universidade Dili,2014.0,,5
1686,Saint Petersburg State Polytechnical University,1899.0,,24
1687,National Institute of Technology Calicut,1961.0,,9
1688,Fresno Pacific University,1944.0,,5
1689,Xavier University,1831.0,,13
1690,Al-Zaytoonah University of Jordan,1993.0,,5
1691,University of Lapland,1979.0,,23
1692,Fairleigh Dickinson University,1942.0,,12
1693,Assumption University,1969.0,,7
1694,Ningxia University,1958.0,,6
1695,Al-Hussein Bin Talal University,1999.0,,7
1696,Alexandru Ioan Cuza University,1860.0,,31
1697,Yokohama City University,1949.0,,12
1698,Ca' Foscari University of Venice,1868.0,,29
1699,Al-Baath University,1979.0,,17
1700,Universidade Colinas de Boé,2003.0,,7
1701,University of Kelaniya,1875.0,,6
1702,West Chester University of Pennsylvania,1871.0,,14
1703,St. Clement of Ohrid University of Bitola,1979.0,,13
1704,University Notre Dame of Haiti,1995.0,,5
1705,University of the Republic of San Marino,1985.0,,19
1706,NOVA University Lisbon,1973.0,,17
1707,University of Tehran,1934.0,,47
1708,Radboud University Nijmegen,1923.0,,31
1709,Seoul National University of Education,1993.0,,7
1710,Polish Naval Academy,1922.0,,6
1711,University of Arts in Belgrade,1957.0,,15
1712,Massachusetts Institute of Technology,1861.0,,103
1713,Ohio University,1804.0,,29
1714,Kazan Higher Military Command School,1941.0,,7
1715,Josai International University,1992.0,,5
1716,University of Arts (Albania),1966.0,,18
1717,Kazimieras Simonavičius University,2003.0,,5
1718,Sumy State A.S.Makarenko Pedagogical University,1924.0,,7
1719,Kazakh National Academy of Arts,1978.0,,8
1720,An-Najah National University,1977.0,,14
1721,Royal Institute of Technology,1827.0,,34
1722,Chinese Center for Disease Control and Prevention,,,15
1723,Sree Sankaracharya Sanskrit University,1993.0,,7
1724,Barry University,1940.0,,5
1725,Katholieke Universiteit Leuven Campus Kortrijk,1964.0,,9
1726,Kuban State Medical University,1920.0,,10
1727,Woodbury University,1884.0,,7
1728,Komar University of Science and Technology,2009.0,,5
1729,Tamil University,1981.0,,6
1730,Tavrida National V.I. Vernadsky University,1918.0,,10
1731,Kyiv National University of Technologies and Design,1930.0,,5
1732,RIT Kosovo,2002.0,,5
1733,Pyongyang University of Foreign Studies,1949.0,,10
1734,Hanyang University,1939.0,,23
1735,Chaminade University of Honolulu,1955.0,,6
1736,Jain University,1990.0,,6
1737,Hong Kong Metropolitan University,1989.0,,7
1738,University of the Arts Singapore,,,6
1739,University of Toyama,1949.0,,10
1740,Vitebsk State Medical University,1934.0,,5
1741,McNeese State University,1939.0,,6
1742,Universidad de Sonora,1942.0,,5
1743,University for Peace,1980.0,,32
1744,Vinnytsia National Medical University. N. I. Pirogov,1921.0,,10
1745,University of Siena,1240.0,,36
1746,Theological University of the Reformed Churches,1854.0,,6
1747,Keijō Imperial University,1924.0,,7
1748,Juraj Dobrila University of Pula,2006.0,,69
1749,Kurukshetra University,1957.0,,8
1750,L. N. Gumilyov Eurasian National University,1996.0,,17
1751,University of Tokushima,1949.0,,13
1752,Minhaj International University,1986.0,,6
1753,California Lutheran University,1959.0,,8
1754,Egypt-Japan University of Science and Technology,2010.0,,8
1755,Sukhothai Thammathirat Open University,1978.0,,7
1756,University of al-Qarawiyyin,859.0,,57
1757,"California State University, Los Angeles",1947.0,,12
1758,Vitebsk State Technological University,1965.0,,8
1759,Tokyo International University,1965.0,,11
1760,University of Antwerp,2003.0,,30
1761,North-Eastern Hill University,1973.0,,10
1762,East Tennessee State University,1911.0,,6
1763,Shandong Normal University,1950.0,,7
1764,Rissho University,1580.0,,15
1765,Loyola University New Orleans,1904.0,,8
1766,Università Campus Bio-Medico,1991.0,,9
1767,Northwestern State University,1884.0,,7
1768,Jagadguru Rambhadracharya Handicapped University,2001.0,,10
1769,University of Massachusetts Amherst,1863.0,,26
1770,Salem State University,1854.0,,7
1771,Kemerovo State University,1973.0,,6
1772,Moscow State Academy of Choreography,1773.0,,11
1773,DigiPen Institute of Technology,1988.0,,13
1774,University of Westminster,1838.0,,34
1775,Uppsala University,1477.0,,72
1776,Novosibirsk State University,1959.0,,29
1777,University of Pitești,1991.0,,5
1778,Nyala University,1994.0,,5
1779,University of Klagenfurt,1970.0,,21
1780,Moscow State University of Medicine and Dentistry,1922.0,,5
1781,Moscow State University of Printing Arts,1930.0,,6
1782,"Moscow State University of Economics, Statistics, and Informatics",1932.0,,6
1783,University of Wisconsin–Parkside,1968.0,,7
1784,Reykjavík University,1964.0,,22
1785,Moscow Technological Institute,1997.0,,5
1786,Tsinghua University,1911.0,,63
1787,Kyushu Institute of Technology,1949.0,,11
1788,German University in Cairo,2003.0,,15
1789,Korea University,1905.0,,39
1790,University of Seoul,1997.0,,16
1791,Ural State Academy of Architecture and Arts,1972.0,,8
1792,Kostroma state university,1918.0,,9
1793,Singapore University of Technology and Design,2012.0,,8
1794,Southwest University of Science and Technology,1952.0,,6
1795,Colorado Technical University,1965.0,,5
1796,Kanazawa University,1949.0,,13
1797,Ochanomizu University,1949.0,,14
1798,University of Ulsan,1969.0,,9
1799,Mount Allison University,1839.0,,11
1800,Union University,2005.0,,6
1801,Rochester Institute of Technology,1829.0,,21
1802,ISM University of Management and Economics,1999.0,,6
1803,Jambi University,1963.0,,11
1804,University of Hassan II Casablanca,1975.0,,9
1805,University of Pristina,1969.0,,9
1806,Princess Nora bint Abdul Rahman University,1970.0,,13
1807,North University of China,1941.0,,6
1808,Seoul Women's University,1960.0,,5
1809,"Scuola vaticana di paleografia, diplomatica e archivistica",1884.0,,5
1810,Cracow University of Technology,1945.0,,15
1811,Lovely Professional University,,,12
1812,Tottori University,1949.0,,9
1813,Sun Moon University,1986.0,,5
1814,Major and Pontifical Saint Francis Xavier University of Chuquisaca,1624.0,,7
1815,Pavel Sukhoi State Technical University of Gomel,1968.0,,7
1816,Deen Dayal Upadhyay Gorakhpur University,1957.0,,9
1817,University of Dayton,1850.0,,16
1818,Catholic University in Erbil,2015.0,,8
1819,Hrodna State Agricultural University,1951.0,,6
1820,Post University,1890.0,,8
1821,Strayer University,1892.0,,8
1822,University of Bengkulu,1982.0,,11
1823,Cherepovets State University,1996.0,,5
1824,"Tajikistan State University of Law, Business, & Politics",1993.0,,5
1825,Oakwood University,1896.0,,5
1826,Uganda Christian University,1997.0,,6
1827,Pohang University of Science and Technology,1986.0,,17
1828,Universidade Federal do Ceará,1954.0,,8
1829,Soran University,2009.0,,8
1830,Satbayev University,1934.0,,17
1831,Bogomolets National Medical University,1841.0,,16
1832,University of Leicester,1921.0,,39
1833,"Lesgaft National State University of Physical Education, Sport and Health",1896.0,,9
1834,National University “Odesa Law Academy”,1997.0,,6
1835,Islamic University in Uganda,1988.0,,7
1836,Tongji University,1907.0,,23
1837,Daegu University,1956.0,,6
1838,Eastern Kentucky University,1874.0,,10
1839,German University of Technology in Oman,2007.0,,5
1840,Mohammad Ali Jinnah University,1998.0,,5
1841,University of Lincoln,1996.0,,19
1842,Federal Urdu University,2002.0,,5
1843,National University of Food Technologies,1884.0,,7
1844,Osaka University of Arts,1945.0,,14
1845,Dijla University College,2004.0,,5
1846,Yeditepe University,1996.0,,9
1847,Maynooth University,1997.0,,13
1848,Université Internationale de Casablanca,2010.0,,6
1849,Nagoya Institute of Technology,1949.0,,11
1850,University of Wales,1893.0,,24
1851,Universidad San Francisco de Quito,1980.0,,7
1852,Hokkai-Gakuen University,1885.0,,5
1853,Women Teachers Training College,,,5
1854,Reichsuniversität Straßburg,1941.0,,10
1855,Tsurumi University,1953.0,,6
1856,Saint Petersburg State Agrarian University,1904.0,,6
1857,Saint-Petersburg State University of Architecture and Civil Engineering,1832.0,,9
1858,Institute of International Relations,2008.0,,5
1859,Lithuanian Academy of Music and Theatre,1919.0,,16
1860,Saint Euphrosyne Polotsk State University,1968.0,,11
1861,Roosevelt University,1945.0,,11
1862,University of Dubrovnik,2003.0,,19
1863,Sohar University,1998.0,,6
1864,Armenian State Pedagogical University,1922.0,,12
1865,University of Zadar,1396.0,,23
1866,Neelain University,1955.0,,6
1867,Berhampur University,1967.0,,7
1868,University of South Bohemia in České Budějovice,1991.0,,11
1869,Bestuzhev Courses,1878.0,,10
1870,Academy of Fine Arts of Helsinki,1848.0,,14
1871,Ural Federal University,1920.0,,30
1872,Azerbaijan Tourism and Management University,,,5
1873,Thunchath Ezhuthachan Malayalam University,2012.0,,5
1874,Information and Communications University,1998.0,,7
1875,Catholic University of Korea,1855.0,,11
1876,American University in London,1984.0,,5
1877,Seikei University,1906.0,,11
1878,Shizuoka University,1875.0,,12
1879,Heilongjiang University,1941.0,,8
1880,University of Louisiana at Lafayette,1900.0,,15
1881,Prefectural University of Hiroshima,2005.0,,6
1882,Iran Broadcasting College,1969.0,,6
1883,Hongik University,1946.0,,10
1884,Salahaddin University,1981.0,,12
1885,Narxoz University,1963.0,,6
1886,Nanchang University,1921.0,,7
1887,Petre Andrei University of Iași,1990.0,,5
1888,National Taipei University,1949.0,,12
1889,Mongolia International University,2002.0,,8
1890,Al-Mustafa International University,1979.0,,12
1891,Kyrgyz State Medical Academy,1939.0,,6
1892,Université Moulay-Ismaïl,1989.0,,6
1893,Petra University,1996.0,,7
1894,University of Eastern Philippines,1918.0,,7
1895,Capital Normal University,1954.0,,9
1896,Université de Saint-Boniface,1818.0,,8
1897,Miyazaki Municipal University,1993.0,,6
1898,University of Sousse,1986.0,,8
1899,Carolinum Zürich,1849.0,,8
1900,Lawrence University,1847.0,,10
1901,Northern (Arctic) Federal University,2010.0,,12
1902,Kryvyi Rih National University,1922.0,,7
1903,Arellano University,1938.0,,5
1904,Arabian Gulf University,1980.0,,9
1905,Universidad Nacional Autónoma de Honduras,1847.0,,14
1906,Periyar University,1997.0,,6
1907,National University of East Timor,1965.0,,14
1908,Tokyo Gakugei University,1949.0,,11
1909,Hodeidah University,1996.0,,6
1910,Amman Arab University,1999.0,,5
1911,University of Tennessee at Chattanooga,1886.0,,11
1912,University of Fukui,1949.0,,10
1913,Banat University of Agricultural Sciences and Veterinary Medicine,1945.0,,7
1914,Gunma University,1949.0,,11
1915,University of Belgrade Faculty of Economics,1937.0,,6
1916,Batumi State Maritime Academy,1929.0,,6
1917,Rush University,1972.0,,6
1918,Ufa State Petroleum Technological University,1948.0,,9
1919,University of South Wales,2013.0,,9
1920,Shanxi Agricultural University,1907.0,,5
1921,Blagoveshchensk State Pedagogical University,1930.0,,6
1922,Nnamdi Azikiwe University,1991.0,,5
1923,University of Kurdistan,1991.0,,7
1924,Graduate University for Advanced Studies,1988.0,,8
1925,Galileo University,2000.0,,5
1926,Kyoto University of Education,1949.0,,6
1927,The University of Texas MD Anderson Cancer Center,1941.0,,16
1928,Queen Margaret University,1875.0,,13
1929,Kuban State Technological University,1918.0,,12
1930,Hokkaido Tokai University,1977.0,,5
1931,Goce Delčev University of Štip,2007.0,,8
1932,Cagayan State University,1978.0,,6
1933,Varna Free University,1991.0,,10
1934,Azerbaijan University of Technology,1981.0,,5
1935,Al al-Bayt University,1994.0,,5
1936,Chaudhary Charan Singh Haryana Agricultural University,1970.0,,5
1937,McMurry University,1923.0,,5
1938,American University of Kuwait,2003.0,,5
1939,University of Erfurt,1389.0,,26
1940,Can Tho University,1966.0,,11
1941,Kafr El-Sheikh University,2006.0,,5
1942,National University of Tres de Febrero,1995.0,,5
1943,Saba University School of Medicine,1986.0,,6
1944,University of Customs and Finance,1996.0,,5
1945,Baltic State Technical University,1932.0,,7
1946,Industrial University of Santander,1948.0,,8
1947,Concordia University Texas,1926.0,,5
1948,William Penn University,1873.0,,5
1949,Ural State Law University,1931.0,,5
1950,Warsaw University of Technology,1899.0,,23
1951,Gevorkian Theological Seminary,1874.0,,14
1952,Central Luzon State University,1907.0,,5
1953,Taipei Medical University,1960.0,,10
1954,Zhejiang University of Finance and Economics,1974.0,,6
1955,"Central University of Technology, Free State",1981.0,,5
1956,Osaka University of Foreign Studies,1949.0,,7
1957,"National University ""Zaporizhzhia Polytechnic""",1900.0,,8
1958,Cavite State University,1906.0,,8
1959,University of Naples Federico II,1224.0,,37
1960,Xi’an International University,1992.0,,9
1961,Hanbat National University,1927.0,,5
1962,Beni-Suef University,2005.0,,6
1963,Jeonju National University of Education,1923.0,,6
1964,Shahid Chamran University of Ahvaz,1955.0,,7
1965,University of Wisconsin–Stout,1891.0,,5
